"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Community Health Care, Inc.","Health Care Resource Centers","8 Kilburn Street","","New Bedford","MA","02740","","","(508) 979-1122","","41.6529924","-70.9215071","OTP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Harold R. Rosenblatt, M.D.","","Community Substance Abuse Centers","10 Kilburn Street","New Bedford","MA","02740","","BRISTOL","508-979-1122","","41.6528000","-70.9215000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCAT LLC","DBA as Evoke Wellness at Cohasset","1 Chief Justice Cushing Highway","","Cohasset","MA","02025","","Norfolk","781-208-4440","https://www.evokewellnessma.com","42.2390365","-70.8472549","SU","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","1","","1","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","1","","1","1","1","","","","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","","","1","1","","1","1","","1","","1","1","","1","","","","","","","1","1","","","","",""
"Healthcare Resource Centers","","8 Kilburn Street","","New Bedford","MA","02740","","Bristol","508-979-1122","https://www.hcrcenters.com","41.6529257","-70.9213427","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","","1","","","1","1","1","","","","","","","1","","","1","","","","","","","","","","","","1","1","1","","","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","1","","","","","","1","","","1","1","","1","1","1","1","","1","","","1","1","","","1","1","","","","","1","","","","","","","","1","","1","","1","","","","","","","1","","1","1","","1","","","","","","","","","1","1","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCAT, LLC","Evoke Wellness MA","1 Chief Justice Cushing Hwy","","Cohasset","MA","02025","","","(781) 996-9215","","42.2390163","-70.8472104","OTP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Alfredo R. Chan, M.D.","","105 Webster Street","Suite 6","Hanover","MA","02339","","PLYMOUTH","781-878-8200","","42.1565000","-70.8511000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gifford Street Wellness Center, LLC","Gifford Street Wellness Center","34 Gifford St.","","New Bedford","MA","02744","","","(508) 999-3126","","41.6184603","-70.9192719","OTP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Richard Clyde Tomb, M.D.","","414 State Street","Suite 2","Portsmouth","NH","03801","","ROCKINGHAM","603-924-3331","","43.0749000","-70.7596000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gifford Street Comprehensive Treatment","Gifford Street Wellness Center LLC","34 Gifford Street","","New Bedford","MA","02744","","Bristol","508-999-3126 x820","https://www.ctcprograms.com/location/gifford-street-comprehensive-treatment-center/","41.6178378","-70.9189667","SU","1","","","","","","1","1","","1","","","","","","1","","","1","","1","1","","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","1","","","","","","","","","","","","","1","1","","","","1","","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","","1","1","1","","","","","1","1","","","","","1","1","","","1","1","","1","1","","1","","1","","1","1","1","","1","","1","","1","1","1","1","","","","","1","","","1","1","1","","1","","","","","","","1","","1","1","1","","","","","","","","","","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Julie Anne Wilson, NP","","14 Wyonegonic Road","","Bridgton","ME","04009","","CUMBERLAND","207-647-9021","","44.0991000","-70.6979000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chinyere Mmaku Ofurum-Ononiwu, NP","","21 School Street","","Quincy","MA","02339","","PLYMOUTH","617-302-3343","","42.1162000","-70.8477000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Maine Inc","Restoration House","33 Main Street","","North Berwick","ME","03906","","York","207-558-2111","https://www.recoverymaine.com","43.3048332","-70.7341544","SU","1","","","","","","","","","","","1","1","","","","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","","","","1","","","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","","","","1","","","1","","","","1","1","","","","1","","1","","1","","","1","1","1","","","1","","1","","","","","1","","1","","1","","","","","","","","","1","","","","","","","","1","","1","","1","","","","","","1","","","1","1","1","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Nancy Lynne Wright, NP","","146 Pond Road","","Bridgton","ME","04009","","CUMBERLAND","207-650-6457","","44.0642000","-70.6950000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Coast Recovery","","215 Chief Justice Cushing Highway","","Cohasset","MA","02025","","Norfolk","781-400-8018","https://www.eastcoastrecovery.com","42.2407926","-70.8305069","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","","","1","","","","","","1","1","","1","1","1","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","","","","1","1","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Geoffrey Alan Hart, M.D.","","231 Chief Justice Cushing Highway","","Cohasset","MA","02025","","NORFOLK","617-869-8334","","42.2403000","-70.8295000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Joshua Peter Cole, M.D.","","Seacoast Mental Health Center","1145 Sagamore Avenue","Portsmouth","NH","03801","","ROCKINGHAM","603-431-6703","","43.0534000","-70.7486000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elizabeth Jane Lynch, NP","","Seacoast Mental Helath Center, Inc","1145 Sagamore Avenue","Portsmouth","NH","03801","","ROCKINGHAM","603-431-6703","","43.0534000","-70.7486000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Paul Donley Lidstrom, M.D.","","1145 Sagamore Avenue","","Portsmouth","NH","03801","","ROCKINGHAM","603-431-6703","","43.0533000","-70.7485000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Carly Shiembob, MD","","Wentworth Douglas Hospital","789 Central Avenue","Dover","NH","03820","","ROCKINGHAM","","","43.0704000","-70.7470000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nancy Ellen Braese, ","","146 Harbor Road","","Rye","NH","03870","","ROCKINGHAM","603-770-5782","","42.9985000","-70.7505000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCSP","","147 Shaker Hill Road","P.O. Box 1268","Alfred","ME","04002","","York","207-324-1137","https://www.yorkcountyshelterprograms.org","43.5018061","-70.7147396","SU","1","","","","","","","1","1","1","","1","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","1","1","","","","","","","","1","1","1","","","","1","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","","","1","1","","","1","1","","","","1","1","1","1","","","","1","1","1","","","","1","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","","","","1","","","1","1","","","","","1","1","1","","1","1","","","","1","1","","","","","","1","","1","","","","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Frank Burton Dibble, Jr, M.D.","","106 Harbor Road","","Rye","NH","03870","","ROCKINGHAM","603-770-3750","","42.9985000","-70.7476000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sherifat A Hinchey, M.D.","","20 East Street","","Hanover","MA","02339","","PLYMOUTH","781-561-0460","","42.1278000","-70.8266000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Navy Medicine Readiness/Training Unit","BH/SARP Dept","402 Goodrich Avenue","PNSY","Kittery","ME","03904","","York","207-438-6670","https://health.mil/Military-Health-Topics/Access-C","43.0811888","-70.7316513","SU","1","","","","","","","","1","","","","1","","","","","","","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","1","","","","","","","","","","","1","","","","","","1","","1","","","","","","1","1","","1","","","1","1","","","","","","","1","","","","","1","","1","","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","1","1","","","","","1","1","","1","","1","","1","1","","1","","","1","1","","","1","","1","1","","1","","","","","","","","","","","","","","","1","1","","1","","","","","","","","1","1","","1","","","","","1","1","","1","","1","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Mark Delon Lim, MD","","10 Goodall Drive, Suite 100","","East Waterboro","ME","04030","","YORK","207-490-7790","","43.5710000","-70.6790000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Heather Lynn Hartigan, NP","","34 Mattakeesett Street","Unit 31","Pembroke","MA","02359","","PLYMOUTH","617-840-5966","","42.0656000","-70.8135000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. R. Joffree Barrnett, M.D.","","411 Middle Street","#7","Port Smouth","NH","03801","","ROCKINGHAM","603-769-9408","","43.0611000","-70.7109000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Charbel Abou Rjeily, ","","347 Cross Street","","Norwell","MA","02061","","PLYMOUTH","330-209-5628","","42.1781000","-70.7875000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Justin Lalor Rice, MD","","252 Old Oaken Bucket Road","","Norwell","MA","02061","","PLYMOUTH","793-939-5960","","42.1813000","-70.7857000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Matthew Kratochvil, MD","","123 north street","","mattapoisett","MA","02739","","PLYMOUTH","315-521-6551","","41.6807000","-70.8294000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gwen Carol Duffield, NP","","32 York Street","","York","ME","03909","","YORK","207-351-3960","","43.1512000","-70.6625000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jan Comes Lorenz, ","","32 York Street","","York","ME","03909","","YORK","207-351-3960","","43.1512000","-70.6625000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Gina Genoveffa Vitiello, ","","199 Oak Street","","Pembroke","MA","02359","","PLYMOUTH","617-548-7961","","42.0977000","-70.7645000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Jerry Wayne Hoffman, MD","","199 Oak Street","","Pembroke","MA","02359","","PLYMOUTH","781-829-7000","","42.0977000","-70.7645000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Faraaz Ahmed Fakih, MD","","199 Oak Street","","Pembroke","MA","02359","","PLYMOUTH","781-829-7000","","42.0977000","-70.7645000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carissa Marie Kelly, NP","","1000 Plain Street","","Marshfield","MA","02050","","PLYMOUTH","914-525-8692","","42.1072000","-70.7586000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ashley Elizabeth Mace, NP","","1 Brick Yard Lane","","York","ME","03909","","YORK","207-305-0965","","43.1478000","-70.6418000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stephen Brennan, DO","","109 Woodbridge Road","","York","ME","03909","","YORK","207-363-5437","","43.1409000","-70.6405000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Marie Ann Guay, D.O.","","312 Cottage Street","Suite B","Sanford","ME","04073","","YORK","207-324-5477","","43.1409000","-70.6405000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Joan Longwell, ","","Addison Gilbert Hospital","298 Washington Street","Gloucester","MA","01930","","ESSEX","978-283-0296","","42.6254000","-70.6808000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ronald Richard Newman, M.D.","","302 Washington Street","","Gloucester","MA","01930","","ESSEX","978-236-0285","","42.6264000","-70.6806000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
